name,Group,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92
Sample 048,plasma_d14_13.5gy,-3.5859,-1.6655,0.45831,-0.73387,-1.5352,1.0114,-0.26907,0.28678,1.3856,0.5113,0.92534,-0.25624,-0.21467,-0.62425,-0.45712,0.49513,-0.68473,0.21973,1.4985,0.94626,-0.3099,0.42791,-0.51422,-0.048521,-0.6833,0.6145,0.04537,-0.22574,-0.2838,0.34782,0.56685,0.04037,0.61283,0.36195,-0.24222,0.80963,-0.20913,-0.10905,-0.29624,-0.23104,-0.066466,-0.8469,0.27524,0.33979,-0.20088,0.22117,0.25051,-0.36725,-0.2598,-0.072363,-0.090746,-0.2059,0.32873,0.50064,-0.36604,-0.076206,0.15486,-0.091853,0.061028,-0.28522,0.57971,-0.53236,0.049665,-0.054818,-0.055684,0.12597,0.30946,0.12402,-0.12965,-0.28278,-0.013113,0.26892,-0.11475,-0.21236,-0.30776,-0.33975,0.094804,0.10489,-0.2111,0.037186,0.096383,0.17292,-0.061323,-0.074839,0.23237,-0.32625,-0.049373,0.0094237,0.055415,0.18083,-0.011436,-9.59E-16
Sample 053,plasma_d14_13gy,-7.9469,-0.35354,-1.8738,-1.1275,-0.53418,0.6604,-1.1966,-0.64633,-0.071779,0.18907,0.59203,1.8277,1.1372,0.27997,0.017942,-0.27175,-0.37941,0.37762,0.089839,0.0070884,-1.2379,0.36149,-0.13074,0.3603,-0.39957,-0.91154,-0.10481,-0.4153,-1.1176,-0.76861,0.28271,0.18825,-0.79897,-0.773,-0.15963,0.75791,0.0613,0.065671,-0.040895,0.079415,-0.29018,-0.025313,0.2002,0.86116,-0.26066,-0.25401,-0.021592,0.0055611,0.52602,0.81545,-0.31628,0.35151,-0.05749,0.066294,-0.002665,-0.28943,0.21096,-0.5148,-0.021035,0.18488,0.33352,0.21621,0.14679,0.30919,0.064828,0.06552,-0.1713,-0.13489,0.14163,0.019839,0.077059,-0.22073,0.045397,-0.044308,-0.046124,0.1125,-0.14593,-0.28267,-0.079386,0.080701,-0.16223,-0.22022,-0.13598,0.058657,-0.12296,-0.089306,-0.056966,-0.24955,-0.0053213,-0.036652,0.012764,-1.50E-15
Sample 066,plasma_d14_sham,-3.6749,-3.4594,-0.89715,2.4325,0.92138,0.51319,1.7942,-2.3891,-0.29803,-0.93004,0.30412,-0.92956,0.17941,0.25838,0.2433,-0.49095,0.075879,-0.18783,0.50888,0.014966,-0.074222,-0.87082,0.57283,0.19689,0.84053,0.24971,0.7664,0.15526,0.12796,-0.19249,0.50195,0.032874,0.50169,-0.42552,0.49493,0.51027,-0.052736,-0.49592,-0.15457,-1.049,0.30203,0.15144,1.214,0.29687,-0.09974,0.3447,0.34744,-0.1277,-0.17394,-0.30899,0.36299,-0.17419,0.46399,-0.58533,-0.17365,-0.50188,0.38345,-0.33071,-0.15785,0.11005,0.015609,0.37478,0.067728,-0.017851,-0.219,0.30369,-0.14466,-0.040105,0.0043241,0.047403,-0.094502,-0.039032,0.0026024,0.19368,0.28813,-0.013545,0.060363,-0.0026595,-0.050588,-0.11015,-0.11828,-0.087236,-0.090907,0.0022638,0.092688,0.11705,-0.012939,0.14092,0.15153,-0.08708,-0.10619,-3.94E-16
Sample 070,plasma_d14_13.5gy,10.091,0.59675,-1.854,-2.3628,1.5195,-1.0517,2.3564,0.09933,2.5742,1.0725,-1.0297,1.6212,0.65311,-1.1575,-1.94,-1.9275,-0.40212,0.56457,0.51096,-0.81399,0.95288,-1.1655,1.8202,0.27089,-0.26404,0.91649,-0.15956,-0.83658,0.11263,-0.049424,-0.30438,0.39586,0.019429,-0.56351,-0.31349,0.20344,0.24664,-0.56861,0.10144,0.067837,-0.080033,-0.21641,-0.026667,0.014822,0.47608,0.47594,0.097156,0.010142,-0.17981,-0.031598,-0.021395,0.15119,-0.19313,0.14507,0.09971,0.073,-0.34674,-0.014437,0.20382,0.2061,0.23299,-0.12477,0.19634,-0.23157,0.21647,0.061209,-0.082506,-0.0043409,0.022993,0.14286,0.036383,-0.049325,-0.10199,0.080218,-0.021475,0.026071,-0.0038842,0.019208,-0.029023,0.11791,-0.018146,-0.01895,-0.042526,0.0088108,-0.10255,-0.026845,-0.031376,0.038427,-0.076597,0.005846,-0.02557,4.05E-15
Sample 081,plasma_d14_sham,1.2347,-1.366,2.7157,0.67711,-0.22322,0.8619,1.089,2.1957,-0.11258,1.6968,-0.45267,-0.57375,0.14827,-1.5402,1.3259,-0.14432,-0.15957,0.4042,-0.24973,-0.27267,-0.2133,-0.73304,-0.4525,0.34009,-0.12948,0.225,0.87944,-0.39185,0.91268,-1.2807,-0.56708,-0.89417,-0.11917,-0.31379,0.027684,-0.26257,-0.76699,0.2575,-0.18029,-1.0419,0.0075756,-0.043338,-0.098798,0.25616,0.36176,-0.53941,0.11341,-0.021042,-0.00026748,0.28799,-0.111,0.14276,0.093361,-0.035073,-0.40624,0.30466,0.20022,-0.19428,0.64662,0.13112,0.15224,0.28715,0.11523,0.12353,0.22364,-0.22217,0.24552,0.084521,-0.1581,-0.20638,-0.076035,0.18335,0.0077874,0.13895,0.047514,0.093663,-0.0051808,0.034315,0.12556,-0.11789,0.10578,0.13775,0.041145,-0.010422,-0.12,0.022546,0.036723,-0.11022,-0.15022,0.12739,0.16865,5.59E-16
Sample 082,plasma_d14_13.5gy,-1.1302,-4.2652,-1.9432,-0.24659,-1.8366,1.6554,-1.34,-0.6984,0.98659,0.82613,-1.4406,-0.083322,0.80064,-0.68275,-0.983,-0.23134,-0.60475,0.23647,-0.16958,-0.11393,-0.26067,-0.5998,-0.05719,-0.11642,-0.11488,-1.3033,-0.40443,0.6301,1.4325,-0.15435,0.033604,0.54498,0.057848,0.72947,-0.1512,0.51375,-0.41071,-0.13924,0.17891,-0.1099,-0.47145,0.17201,0.057457,-0.32112,-0.10297,-0.34819,0.29713,-0.47786,-0.33877,-0.21015,-0.52453,-0.86564,-0.3853,0.044986,-0.12532,0.045238,-0.28889,-0.28163,0.14277,-0.096774,-0.032728,-0.16528,-0.51885,0.24858,-0.32101,-0.14924,-0.25594,-0.047145,0.31057,0.0067909,-0.23032,-0.23696,0.35422,-0.023626,0.036168,0.070984,0.028551,0.060761,0.060732,-0.073297,-0.13318,-0.035068,0.0089873,-0.10474,-0.0081569,-0.0040044,0.01844,-0.02192,-0.0023672,-0.072112,0.013477,2.36E-16
Sample 083,plasma_d14_13gy,5.2805,-5.2795,-0.39396,2.0658,-2.4489,-0.60673,2.12,0.70907,-1.3529,-0.99628,0.69849,0.43299,-0.65214,-0.13201,0.249,-0.49443,1.2606,0.97054,1.3513,0.13768,-0.12768,-0.20347,0.20322,-0.68268,-0.1745,-0.85861,-0.28385,-0.073002,0.14526,-0.24687,-0.49132,-0.56249,-0.14316,-0.74618,0.54873,0.81327,-0.17547,0.92639,1.1551,0.56295,-0.041794,0.12185,-0.27739,-0.48202,0.20584,-0.1194,0.35396,-0.13724,-0.64724,0.014841,0.28778,0.13128,0.2841,0.15624,-0.031223,0.13204,0.14336,0.023825,-0.54172,0.020335,0.15735,-0.12404,0.10932,0.13571,0.15189,-0.073526,0.14662,0.11772,0.19863,0.29376,0.226,-0.16769,-0.068096,-0.07483,0.17656,-0.084206,0.12944,0.044393,0.049906,0.12933,-0.029806,0.030814,-0.023696,0.060337,0.10394,0.021469,0.00096156,0.085453,-0.062974,0.045054,0.10492,1.23E-15
Sample 084,plasma_d14_13gy,0.6743,-4.9029,-2.5375,1.642,-0.76232,0.286,-0.043941,0.70278,-0.48961,0.1291,-0.65957,-0.77486,-0.12398,0.074452,-0.40669,2.0121,-0.31893,1.2946,-0.21859,1.4993,-0.050581,0.23576,0.70549,0.70492,-0.83669,0.43646,-0.82087,-0.1988,-0.91212,-1.2922,-1.5233,0.71091,0.14217,0.42853,-0.21463,-0.45344,-0.13344,0.25884,0.014703,0.07752,0.018649,-0.18541,0.78926,0.15488,-0.17351,0.40209,0.25296,-0.096715,0.063999,-0.52713,-0.094265,0.36987,-0.063282,-0.41825,0.40812,0.12766,-0.051352,0.18141,0.073665,0.081049,-0.30361,0.032904,-0.027888,0.16167,0.090983,-0.16305,-0.065701,-0.0087289,0.045621,0.04393,0.14335,0.089776,0.091912,0.092366,-0.096179,-0.0043285,0.062662,0.045931,0.018865,-0.0073714,0.1048,-0.03059,0.1026,-0.027562,0.011504,0.025424,-0.0036333,-0.037658,0.083321,0.022283,-0.0068572,8.12E-16
Sample 087,plasma_d14_sham,4.5135,-4.0544,-0.35126,2.03,-1.0697,0.89817,-0.79914,0.9505,0.12822,0.44111,-2.074,-1.193,1.559,-0.082346,1.038,0.12311,0.46501,0.27486,0.43373,0.85781,0.13603,-0.39927,1.1538,-0.058711,-0.81245,-0.17095,-0.18264,0.36296,-0.73711,1.0469,0.45111,-0.83345,0.13913,-0.83486,1.2348,-0.97352,0.77744,-0.30597,-1.0426,-0.10874,-0.16284,0.088222,-0.31744,0.088261,-0.072957,-0.31469,-0.23291,-0.3764,0.023813,0.20668,-0.011813,0.23563,-0.116,0.18256,0.0506,0.13684,0.023526,-0.090725,-0.09743,-0.021011,0.27584,-0.36923,-0.26343,0.092792,-0.01446,0.092925,-0.13955,-0.13682,-0.025104,0.011904,-0.086253,-0.087023,0.096242,0.020329,0.046022,-0.012992,0.053624,-0.067857,0.11329,-0.020585,0.099028,0.087743,-0.02874,0.020759,0.053262,0.057643,0.025584,-0.021948,0.0021921,-0.061264,-0.049809,7.90E-16
Sample 092,plasma_d14_sham,4.637,-1.2174,3.6709,1.5025,2.0331,0.11195,-0.85448,-0.99946,-1.9049,1.5947,0.31401,-0.38008,-1.1465,-1.7007,0.17127,0.29867,0.18597,-0.34933,0.80755,0.030494,-0.79862,0.081377,1.895,-1.0161,1.1371,-0.99904,0.043444,-0.56805,0.429,-0.035738,-0.19239,0.75623,-0.080362,0.16424,0.056217,0.25103,-0.5971,-0.43246,-0.64753,0.59375,0.040192,-0.0046006,-0.13105,-0.24084,-0.15348,0.27262,-0.24702,0.46457,0.53674,-0.21219,0.12987,0.40475,0.027682,0.38076,-0.018558,0.35363,0.42216,0.012628,-0.047362,-0.1453,-0.058698,0.074994,-0.10965,0.13733,0.021465,-0.043648,-0.23653,-0.17907,0.00067272,-0.10327,-0.13985,0.15397,0.11569,-0.10367,-0.052173,-0.097773,-0.072017,-0.074125,-0.14061,-0.034332,0.11147,-0.095516,-0.1001,-0.072964,0.060546,-0.050061,-0.055892,-0.064953,-0.011636,0.07405,-0.035937,-5.98E-17
Sample 093,plasma_d14_13gy,-0.86486,-5.2148,-5.5175,1.9397,-2.5524,1.4876,1.0343,-0.069767,-1.0648,-0.73599,-0.11542,-0.27428,-0.2748,-0.94125,1.9541,-1.343,2.1417,0.8058,0.84956,-0.5613,0.38375,1.4434,0.13384,0.69441,0.092998,0.86449,0.060409,-0.033753,0.44878,0.0763,0.24162,0.35488,-0.62086,0.71937,-1.3455,-0.14353,0.32586,-0.34942,-0.4037,0.060654,-0.11163,0.4142,-0.062209,-0.16527,0.034889,-0.1543,-0.3874,0.33689,0.1605,0.24618,0.066096,-0.19494,0.11476,0.10323,0.066536,-0.24011,0.012405,0.13317,0.2254,-0.13412,0.074027,-0.033086,0.023874,-0.13779,-0.082516,0.10923,-0.017682,-0.0074138,-0.14133,0.006172,-0.0032806,0.076916,0.07967,0.012328,-0.033901,-0.023635,-0.033802,0.058462,0.037938,0.031059,-0.095007,-0.091302,-0.050823,0.0023988,-0.031377,0.019644,0.027133,-0.069291,-0.013664,0.038566,0.0071784,4.23E-16
Sample 095,plasma_d14_13gy,-0.50526,-3.6257,-1.2826,-0.50424,-0.1046,1.8775,-0.56881,-0.6876,0.45643,0.10669,-1.0587,0.072591,0.50157,-0.96843,-0.19686,0.19213,0.20391,0.29762,-1.2426,0.11428,0.68736,0.10018,-0.081054,-0.57745,1.0675,0.067979,0.92177,-0.17912,-0.39036,-0.32102,0.40357,0.84294,1.1987,-0.13086,0.20256,0.18875,0.10267,0.8393,0.10804,-0.015403,0.25746,-0.3909,-1.0346,0.29156,-0.30676,-0.15606,-0.13614,0.016824,-0.019991,0.2977,0.20249,-0.1037,0.123,-0.54513,-0.029004,0.098392,-0.022026,0.26508,0.018827,-0.26831,-0.043786,-0.0097584,-0.37119,-0.15034,0.11184,-0.21875,0.041469,0.057614,-0.20793,0.27397,0.30728,-0.14974,-0.18643,0.23381,-0.18359,-0.06877,-0.025164,0.12242,-0.093513,-0.14519,-0.051953,-0.074828,-0.31484,0.31171,-0.091909,-0.13307,-0.18287,-0.093637,0.15561,0.040709,-0.030372,-2.81E-16
Sample 097,plasma_d14_13gy,-2.054,-2.2421,-2.6974,-0.11206,1.0648,0.055514,1.0928,-0.47417,-1.5576,1.0377,-2.8897,0.86858,-0.27273,0.29639,-1.5783,1.3183,0.978,-1.2293,0.45503,-0.88171,-0.43787,0.79054,-1.5708,-1.3615,-0.64251,-0.034217,-0.11171,0.13982,0.28084,0.21415,-0.82178,-0.61694,0.64905,-0.92266,-0.54695,-0.00279,-0.59174,-0.64591,-0.44842,0.092429,-0.037236,0.15789,0.056538,0.051216,-0.050039,0.34122,0.015431,0.0096264,0.031514,0.035837,0.10974,-0.0022019,-0.2567,-0.29477,-0.35039,-0.22439,0.029265,0.04081,-0.17859,0.01301,-0.10164,0.056502,0.033944,-0.10651,0.24375,0.20191,0.13561,-0.12946,0.015229,0.11442,-0.039703,0.18486,-0.036398,-0.055496,-0.069826,-0.034084,-0.074924,-0.079077,0.029228,0.10447,0.05577,0.044785,-0.10496,0.011368,-0.080964,0.026331,-0.0075329,-0.006112,-0.0097925,0.0083304,-0.063348,-6.18E-16
Sample 098,plasma_d14_sham,0.99274,-2.1996,0.72883,1.2313,0.12251,0.71488,0.27319,-0.33997,-2.6709,0.69654,0.2713,0.05578,0.52331,-0.26496,-0.87058,-0.33156,-0.1387,-0.46507,0.31419,-0.51901,0.71903,0.30121,0.045059,1.1204,-0.45033,0.27232,-0.3503,-0.53464,0.057441,0.014784,1.0329,0.06712,-0.074906,-0.25463,0.25443,0.052822,-0.19561,0.34735,-0.18087,0.017317,0.23922,0.035899,0.059264,0.51583,-0.027916,0.15108,-0.18637,0.18063,-0.021936,0.2032,-0.17357,-0.64435,-0.46831,-0.37838,0.11367,0.80329,-0.073455,-0.088034,-0.21801,-0.21692,-0.25507,0.40484,-0.072312,-0.014636,0.35451,-0.18319,0.046653,-0.12613,-0.069271,-0.30813,0.26835,0.035176,-0.072088,-0.69649,0.0061297,0.13992,0.29173,-0.018552,-0.21682,0.073287,-0.10247,0.12611,0.22438,0.033964,0.13276,0.062993,0.016023,0.23899,0.080344,-0.15847,0.070236,4.15E-16
Sample 101,plasma_d14_sham,-1.5475,-1.3603,0.85829,0.75153,1.1161,0.31023,0.14354,-1.2034,-1.7911,1.1317,-0.19473,-0.13931,0.62192,-0.045427,-0.037455,0.055837,0.039127,-0.048562,-0.2769,-0.30955,-0.59269,-1.0328,-0.53704,-0.23045,0.14489,0.079201,-0.002241,-0.77086,-0.093942,0.68277,0.50429,-0.3535,-0.25896,0.23666,-0.35142,-0.056019,0.41214,-0.27352,0.25809,-0.30417,-0.29477,-0.50846,0.14223,-0.088561,-0.46766,-0.063913,-0.31318,0.13905,-0.20829,-0.49021,-0.63115,0.27733,0.36835,-0.28788,0.11174,-0.15428,-0.18415,0.54645,0.0484,0.015794,-0.073571,-0.23783,0.53101,0.49197,0.23367,-0.14205,0.04445,0.3126,-0.32122,0.012048,0.30571,-0.53955,0.43869,-0.15958,-0.053979,-0.10632,-0.37629,0.35112,0.066274,0.10517,0.049429,-0.13596,-0.090927,-0.050996,0.079186,0.097175,-0.0099237,0.041484,-0.14307,-0.036439,0.073083,8.47E-16
Sample 102,plasma_d14_13.5gy,1.8675,-4.3844,1.0823,-0.7931,-1.591,-0.72448,1.8584,0.32464,0.23171,-1.1771,0.27436,-1.1165,-1.1215,1.0965,0.030458,-0.32999,-0.3436,0.39422,0.67448,-1.7528,-0.44108,-0.18864,-0.18714,-0.64388,-0.81193,0.22167,0.20354,-0.22852,0.25293,0.36758,0.58306,0.14741,-0.090678,0.30246,0.21526,0.20524,0.54262,0.15234,0.41904,0.18455,0.61507,0.19331,0.048349,0.21435,-0.3778,-0.10717,-0.49903,-0.50153,0.1722,-0.476,-0.43064,0.62157,-0.30515,-0.075385,-0.30128,-0.13868,-0.18232,-0.18946,0.33904,0.52196,-0.38385,0.16958,-0.20685,0.083036,0.046612,-0.53121,-0.21641,-0.38352,-0.064262,-0.0059579,-0.11119,0.1031,-0.2862,0.013184,-0.18738,-0.047266,-0.028758,-0.092735,-0.025176,-0.21564,0.18021,0.044062,0.03216,0.051097,-0.031519,-0.18742,-0.055132,-0.088635,0.039958,0.029057,-0.14877,-2.23E-17
Sample 105,plasma_d14_13.5gy,-6.4763,-3.1792,0.65596,-2.6649,-0.10274,-0.73373,0.48047,2.1649,-0.72311,0.27022,-1.5731,-0.56947,1.0085,-0.39644,0.46173,-1.2075,0.17835,0.61018,-1.832,-0.18297,-1.0948,-0.29304,0.29698,-0.17369,-0.41912,-0.58017,-0.19391,-0.097889,-0.52349,0.63908,0.5524,0.31265,-0.35994,0.55551,0.035982,-0.57793,-0.54182,0.42852,0.51155,0.12664,0.60077,-0.38837,0.24608,-0.5088,-0.52153,-0.088767,0.6975,0.74357,-0.058272,-0.069144,0.33081,-0.13958,0.016697,-0.12837,-0.14794,-0.26905,-0.14107,-0.30813,-0.078896,-0.019953,0.052884,0.0016372,0.27221,-0.23738,0.09527,0.49162,-0.059241,-0.20651,0.029065,-0.13339,-0.013768,0.33213,-0.27307,-0.13727,0.024406,0.028795,-0.13825,0.042749,-0.017812,0.084826,0.022569,0.015771,0.0072017,-0.14204,-0.054751,-0.051364,-0.0093812,0.10855,-0.011595,0.10698,-0.047155,-1.81E-15
Sample 106,plasma_d14_13gy,16.106,-3.273,2.1505,-2.2291,-1.4455,-2.5864,0.8788,-4.1756,1.1022,-2.0815,0.24273,2.0709,0.099427,-1.3132,0.173,-1.1973,-0.32316,0.14582,-0.75811,-0.028155,-0.62153,0.024614,-0.9281,0.11174,-0.66337,0.34918,-0.075486,-0.71528,0.12159,-0.15721,-0.63194,-0.3599,-0.033462,0.62753,0.5332,-0.34985,0.19824,0.22329,-0.67698,0.17343,-0.3561,-0.47987,-0.070858,-0.063437,-0.24486,-0.17541,-0.33623,0.21009,0.076693,0.013831,0.19985,-0.052449,-0.050835,-0.32972,-0.14316,-0.0020645,0.48491,0.085026,-0.34331,-0.21018,-0.20183,-0.088369,-0.062293,0.17118,-0.18099,0.04535,0.20161,-0.066057,0.098222,-0.091898,-0.17963,0.10213,0.223,0.10328,0.105,0.032744,0.1021,-0.067016,0.045339,-0.018544,0.10311,-0.023671,0.070151,-0.029718,0.023322,-0.0035384,0.14358,0.033475,0.16787,-0.020276,-0.041841,1.38E-15
Sample 107,plasma_d14_13gy,1.0976,-3.4595,1.3158,0.79285,-0.15454,0.2432,1.0387,-0.069017,-0.68643,-0.43592,-0.26896,-0.90884,-0.15506,-1.0778,-0.86659,0.80078,-0.781,-0.50963,-0.54968,-0.40672,-0.24501,0.16287,-0.58251,0.10307,-0.65407,0.71834,0.46372,0.040421,-0.75212,0.26907,0.46598,0.47407,-0.00011536,0.17174,-0.21374,-0.15056,-0.50453,-0.65067,0.34602,0.20614,0.51549,-0.081694,-0.41061,-0.15371,-0.18669,-0.34069,0.034083,-0.29038,0.27132,-0.13835,0.59899,0.14592,0.38709,0.63727,0.39866,0.19378,0.16148,-0.26393,0.17225,0.39437,-0.0021864,-0.046525,0.16729,-0.36897,-0.052669,-0.18717,0.17874,0.51857,0.31011,0.24105,-0.2022,-0.23025,0.40337,0.053482,0.10858,0.24689,0.33587,-0.25344,-0.056343,0.021246,-0.26349,-0.085309,-0.11017,0.020515,0.053818,0.04975,0.05908,-0.012303,-0.088541,-0.21355,0.10707,4.46E-16
Sample 109,plasma_d14_13gy,-0.19332,-2.6525,0.38159,0.3938,-3.4151,0.76683,2.4319,-0.55519,0.49661,-0.11577,0.93735,-0.63763,-1.3939,-0.53167,-1.6455,1.6778,-1.7435,-0.14885,-0.14712,0.0077907,-0.26261,-0.79427,-0.2301,0.57509,0.1082,-0.80029,-0.3192,-0.087166,0.14595,-0.11216,0.4296,0.18421,0.25353,-0.1218,-0.066556,-0.61274,-0.030028,-0.081003,-0.30009,0.26357,-0.32951,0.40829,-0.23803,-0.36576,0.25802,-0.11586,-0.61699,0.13086,-0.35895,0.66978,0.33202,-0.0044316,0.27601,0.046952,0.29465,-0.65673,-0.04185,0.2239,0.15867,0.013233,0.21539,0.18322,0.06371,0.033982,-0.16016,0.23788,-0.24307,-0.18847,-0.39325,-0.18537,0.24094,0.1241,-0.1804,-0.084501,0.082912,-0.0032581,0.015864,0.073282,0.12838,0.2328,-0.052042,-0.01079,0.17758,0.087428,-0.19123,0.081832,-0.09642,0.05739,-0.14288,0.073027,-0.1119,-1.72E-16
Sample 112,plasma_d14_sham,-2.5165,-0.99177,1.8353,0.30908,2.601,-1.1841,0.76975,-0.47927,-1.7731,0.56115,-0.13257,-0.3604,0.27204,-0.77782,0.21975,0.21027,-0.63898,-0.34213,-0.069405,-0.69479,-0.033051,1.0119,0.30182,0.44066,-0.4469,-0.60367,-0.60038,0.099993,0.0081995,0.69676,-0.27479,-0.11107,-0.28828,0.13779,-0.23421,0.27444,0.21364,0.16157,0.41411,-0.19266,0.0061417,-0.32826,0.084186,0.62942,0.26775,0.03621,0.19081,-0.31138,-0.37987,0.17448,0.0013777,0.21827,0.091684,-0.088286,-0.38683,0.22784,-0.45698,0.75368,0.30365,-0.49144,0.23206,0.049507,0.066573,-0.34834,-0.75821,0.2136,0.044016,-0.12537,-0.034639,0.16911,0.086731,-0.15389,-0.077682,0.21305,0.37777,0.1268,0.14317,-0.26332,0.0014252,-0.18351,0.23564,-0.23892,0.22418,0.14518,0.057346,0.022961,-0.045397,-0.19541,0.048127,0.077641,-0.028921,-1.40E-16
Sample 113,plasma_d14_sham,1.9038,-2.0876,3.5742,1.6943,1.2728,-1.0248,0.628,2.2917,-0.18365,0.44997,-0.35393,-0.99438,-0.011674,-0.96026,0.17582,-0.10606,-0.097848,0.17952,-1.1615,-0.70553,0.31955,-0.90968,-0.77134,0.44822,0.62668,0.60308,-0.27664,0.65398,-0.18934,0.15888,-0.80995,0.17673,0.017943,0.30211,-0.039083,0.52749,0.90005,-0.51008,0.24039,0.36264,0.30644,0.43021,0.37344,0.2914,0.36973,0.35632,0.14146,0.25052,0.30297,0.67361,-0.20317,-0.13224,-0.053951,0.12489,-0.3206,-0.45978,0.17214,-0.20001,-0.69604,-0.22437,0.035366,-0.10941,-0.39884,0.15214,-0.11526,-0.16844,-0.1545,0.23172,-0.0020809,0.067061,0.34695,-0.025526,0.11894,-0.10007,-0.27419,-0.21299,0.030612,-0.13279,0.014494,0.13015,0.11122,0.12871,0.017336,-0.022259,0.0062568,-0.099438,0.23751,-0.11269,-0.02376,-0.031777,0.033079,1.24E-15
Sample 114,plasma_d14_13gy,-4.0188,-1.3515,-0.059052,-0.7551,0.71836,1.1624,0.83061,1.0276,-1.3959,0.94977,-0.24801,0.78969,-0.56908,-0.093535,-0.69928,0.60413,0.73996,0.15624,-0.94467,0.1811,0.29472,0.45732,-0.47139,0.32957,0.68005,0.3684,-0.2204,-0.55912,-0.12798,0.18528,-0.011073,-0.15337,-0.19962,-0.069905,0.31666,-0.08392,0.36664,-0.16178,0.12322,-0.19259,-0.34168,0.12753,-0.46178,0.10916,-0.041599,0.52428,0.064658,-0.19387,-0.13582,0.14714,-0.52983,-0.10665,0.62197,0.27729,0.50387,0.059811,0.23241,-0.29517,-0.30814,-0.049206,-0.035861,-0.09293,0.31881,0.03521,-0.22808,-0.43037,-0.11287,-0.51611,0.1998,-0.049066,-0.5358,-0.1043,-0.16617,0.33935,0.27486,0.24605,-0.13033,0.24344,-0.20581,-0.18955,-0.17241,0.21083,0.19691,-0.091161,-0.010397,-0.2434,0.1448,0.18831,0.00090465,0.24512,-0.11872,-1.09E-15
Sample 118,plasma_d14_13.5gy,-5.1743,-4.4768,1.1595,-1.4249,-0.094732,-2.707,2.6345,0.33993,1.0497,-1.5314,-0.30027,-1.4057,-1.2382,0.96186,0.3716,-1.6898,0.30969,-0.32659,-0.20006,0.87568,-0.37609,0.30928,-0.51074,-0.35807,0.18789,-0.28958,-0.35301,0.20437,0.20333,0.081401,0.13098,0.11977,0.18705,-0.26097,0.43088,-0.25083,-0.28577,-0.3436,-0.11635,0.046976,-1.0427,-0.0042314,-0.53992,0.91729,0.46583,0.37722,0.75128,0.038453,0.42153,-0.39364,-0.38006,0.034538,-0.0022235,0.21893,0.56195,0.25375,-0.11079,0.13322,0.19422,-0.16864,-0.039832,0.40837,-0.10493,0.028217,-0.12371,0.20622,-0.031516,0.30531,-0.10533,-0.1082,0.1493,0.068329,0.022781,-0.034833,-0.3072,0.059076,-0.14522,0.057648,-0.090753,0.014597,-0.13543,-0.091845,-0.056157,0.045689,-0.092978,0.024966,-0.045393,0.035391,-0.044912,-0.053913,0.068496,-9.81E-16
Sample 124,plasma_d14_13gy,-4.0064,-3.4158,0.54467,-1.0177,1.1795,-1.1737,1.2263,-1.737,-0.12669,-0.94388,-0.53937,0.11926,0.4063,0.14769,-0.92205,0.032282,-0.58283,-0.71445,-1.3983,-0.056388,1.3985,1.2098,0.57474,0.94973,0.56241,-0.66651,0.11687,0.69515,0.20836,0.45077,-0.30696,0.30763,-0.32797,-0.68316,-0.58108,0.072122,0.38715,0.55586,0.0072226,-0.30383,0.011644,0.10875,0.16989,-0.35325,0.0030413,-0.43693,-0.30209,-0.55487,0.13167,-0.18936,-0.21889,0.52553,-0.073158,0.31199,-0.073001,-0.11026,0.57699,-0.083065,0.26035,0.098715,-0.016356,-0.0042447,-0.13603,0.25645,0.29523,0.30477,0.19742,0.11163,0.23662,-0.083629,0.046026,0.19089,-0.18426,-0.0545,-0.047275,-0.13508,-0.1528,0.17646,0.083028,0.028634,0.011047,0.16373,-0.056746,-0.14978,0.37379,-0.0017289,-0.041162,0.058218,-0.019262,0.084216,0.22427,-4.11E-16
