mz,rt,mode
278.15,0.4,Positive
278.91,12.8,Positive
279.13,0.5,Positive
279.17,2.7,Positive
279.22,9.1,Positive
279.23,7,Positive
279.91,12.8,Positive
280.14,0.4,Positive
280.17,2.7,Positive
280.26,7.5,Positive
280.27,9.1,Positive
281.1,0.4,Positive
281.25,7.4,Positive
281.25,8.2,Positive
281.14,5.7,Positive
281.29,10,Positive
281.87,12.2,Positive
282.15,0.4,Positive
282.28,8,Positive
282.28,10,Positive
282.28,9.1,Positive
282.89,11.9,Positive
283.22,6.9,Positive
283.13,0.4,Positive
283.17,1.8,Positive
283.28,9.2,Positive
283.26,8.5,Positive
283.87,12.2,Positive
284.09,0.4,Positive
284.3,8.6,Positive
284.91,8.6,Positive
284.91,12.3,Positive
285.24,7.3,Positive
285.18,0.4,Positive
285.29,5.1,Positive
285.89,12.8,Positive
286.16,0.4,Positive
286.24,6.8,Positive
286.31,11.6,Positive
286.29,5.1,Positive
286.83,12.1,Positive
286.91,8.6,Positive
286.89,12.8,Positive
287.16,0.4,Positive
287.17,2.5,Positive
287.89,12.8,Positive
288.2,0.4,Positive
288.25,11.6,Positive
288.28,5.3,Positive
288.89,12.8,Positive
289.08,12.1,Positive
289.18,0.4,Positive
289.26,11.6,Positive
289.94,12.8,Positive
290.16,0.4,Positive
290.27,11.6,Positive
290.27,5.2,Positive
290.94,12.8,Positive
291.15,0.4,Positive
291.21,6.6,Positive
291.27,11.6,Positive
291.27,5.2,Positive
291.27,8.7,Positive
291.89,12.2,Positive
292.15,0.4,Positive
292.22,6.2,Positive
292.91,12.2,Positive
293.12,0.5,Positive
293.21,6.9,Positive
293.19,6.1,Positive
293.18,2.3,Positive
293.28,8.6,Positive
293.89,12.2,Positive
294.11,0.5,Positive
294.18,8.6,Positive
294.2,6.3,Positive
294.94,11.9,Positive
295.14,0.4,Positive
295.19,6.7,Positive
295.13,5.6,Positive
295.28,8.6,Positive
295.9,12.2,Positive
296.15,0.4,Positive
296.3,9.1,Positive
296.29,6.5,Positive
296.87,12.1,Positive
297.1,0.4,Positive
297.24,7.4,Positive
297.13,5.4,Positive
297.29,9.1,Positive
297.29,6.5,Positive
297.88,12.8,Positive
297.88,12.2,Positive
298.25,7.4,Positive
298.16,0.4,Positive
298.31,8.7,Positive
298.88,12.1,Positive
299.16,0.4,Positive
299.3,6.2,Positive
299.27,5,Positive
299.26,7.6,Positive
299.91,12.8,Positive
300.16,0.4,Positive
300.29,6,Positive
300.29,5.1,Positive
300.27,7.5,Positive
300.9,12.1,Positive
300.92,12.8,Positive
301.14,6.8,Positive
301.16,0.4,Positive
301.27,8.7,Positive
301.28,5.1,Positive
301.94,12.8,Positive
302.01,3.1,Positive
302.14,6.8,Positive
302.17,0.4,Positive
302.31,5.8,Positive
302.97,12.8,Positive
303.17,0.4,Positive
303.31,9.1,Positive
303.89,12.9,Positive
304.17,0.4,Positive
304.18,1.5,Positive
304.31,9.1,Positive
304.9,12.8,Positive
305.12,0.4,Positive
305.16,1.7,Positive
305.25,9.1,Positive
305.94,12.2,Positive
305.91,12.9,Positive
306.15,0.4,Positive
306.9,12.1,Positive
307.13,0.4,Positive
307.26,8.4,Positive
307.26,7.3,Positive
307.94,12.2,Positive
308.15,0.4,Positive
308.3,8.9,Positive
308.3,8.2,Positive
308.89,12.1,Positive
309.22,7.2,Positive
309.18,0.4,Positive
309.29,8.2,Positive
309.33,10,Positive
309.94,12.2,Positive
310.16,0.4,Positive
310.31,8.6,Positive
310.92,12.1,Positive
311.13,6.6,Positive
311.31,8.6,Positive
311.93,12,Positive
312,0.4,Positive
312.13,6.6,Positive
312.17,0.4,Positive
312.36,7.3,Positive
312.33,9.1,Positive
312.95,12.7,Positive
313.16,6.6,Positive
313.19,0.5,Positive
313.27,8.1,Positive
313.33,9.1,Positive
313.37,7.3,Positive
314.17,0.4,Positive
314.16,6.7,Positive
314.28,8.1,Positive
314.33,9.1,Positive
314.27,7.5,Positive
314.99,12.7,Positive
315.14,0.4,Positive
315.28,8.1,Positive
315.26,7.1,Positive
315.97,12.8,Positive
316.25,6.4,Positive
316.18,0.5,Positive
316.29,11.6,Positive
316.67,2.3,Positive
316.95,12.8,Positive
317.18,0.4,Positive
317.28,8.4,Positive
317.27,7.6,Positive
317.94,12.9,Positive
318.17,0.4,Positive
318.3,11.6,Positive
318.84,12.2,Positive
318.94,12.8,Positive
319.16,0.4,Positive
319.29,7.4,Positive
319.3,8.7,Positive
319.96,12.8,Positive
320.17,0.4,Positive
320.31,8.7,Positive
320.29,7.4,Positive
320.86,12.1,Positive
320.95,12.8,Positive
321.24,7.4,Positive
321.24,6.8,Positive
321.14,3.2,Positive
321.32,9.1,Positive
321.92,12.8,Positive
322.12,3.2,Positive
322.17,0.4,Positive
322.32,9.1,Positive
322.9,12.1,Positive
323.17,0.4,Positive
323.19,7.9,Positive
323.32,9.1,Positive
324.16,7.2,Positive
324.17,0.4,Positive
324.33,8.9,Positive
324.93,11.9,Positive
325.18,0.5,Positive
325.33,8.9,Positive
325.27,8.2,Positive
325.93,12.1,Positive
326.18,0.5,Positive
326.38,7,Positive
326.28,7.7,Positive
326.34,5.9,Positive
326.88,9.2,Positive
327.01,5.3,Positive
327.09,6.5,Positive
327.17,0.4,Positive
327.2,2.2,Positive
327.28,8.3,Positive
327.33,6.9,Positive
328.21,2.4,Positive
328.16,0.4,Positive
328.36,5.6,Positive
328.28,7.8,Positive
328.92,12.8,Positive
328.91,0.3,Positive
329.18,0.4,Positive
329.32,5.8,Positive
329.27,7.6,Positive
330.12,0.4,Positive
330.22,2.6,Positive
330.31,6.4,Positive
330.26,7.6,Positive
330.9,12,Positive
330.97,12.8,Positive
331.19,0.4,Positive
331.21,3.5,Positive
331.28,8.1,Positive
331.97,12.8,Positive
332.12,9.1,Positive
332.21,2.8,Positive
332.18,0.5,Positive
332.29,8.6,Positive
332.29,8.1,Positive
332.33,6.7,Positive
333,9.2,Positive
332.91,12.2,Positive
333.17,0.4,Positive
333.17,5.3,Positive
333.28,8.4,Positive
333.99,12.7,Positive
334.17,0.4,Positive
334.31,8.4,Positive
334.91,12.2,Positive
335.13,6.7,Positive
335.31,8.3,Positive
335.95,12.8,Positive
336.13,6.7,Positive
336.33,8.7,Positive
336.71,2.6,Positive
336.92,12.8,Positive
336.89,12,Positive
337.12,5.8,Positive
337.18,8.1,Positive
337.33,8.7,Positive
337.97,12.8,Positive
338.1,5.8,Positive
338.18,0.4,Positive
338.34,9.2,Positive
338.93,11.9,Positive
339.16,7.9,Positive
339.35,9.2,Positive
339.92,12.8,Positive
340.1,0.4,Positive
340.16,7.9,Positive
340.35,9.1,Positive
340.36,9.7,Positive
340.93,11.9,Positive
341.19,0.4,Positive
341.16,7.9,Positive
341.27,7.4,Positive
341.36,9.7,Positive
341.31,8.8,Positive
341.93,12,Positive
342.02,9.1,Positive
342.19,0.4,Positive
342.22,2.9,Positive
342.37,9.6,Positive
342.27,7.4,Positive
342.91,9.1,Positive
343.19,0.4,Positive
343.3,5,Positive
343.88,9.1,Positive
344.18,0.4,Positive
344.21,2.2,Positive
344.32,11.7,Positive
344.3,5,Positive
344.28,7.3,Positive
344.93,9.1,Positive
345.19,0.4,Positive
345.29,5,Positive
345.3,8.3,Positive
345.28,7.3,Positive
345.91,12,Positive
345.94,9.2,Positive
346.14,6.5,Positive
346.18,0.4,Positive
346.76,9.2,Positive
346.94,12.8,Positive
346.95,11.9,Positive
347.18,0.4,Positive
347.32,8.2,Positive
347.2,6.7,Positive
347.53,9.2,Positive
347.82,12.8,Positive
347.96,9.2,Positive
348.16,0.4,Positive
348.31,8.2,Positive
348.41,9.1,Positive
348.99,5.3,Positive
349.07,6.2,Positive
349.13,0.4,Positive
349.19,2.2,Positive
349.28,7.4,Positive
349.53,9.1,Positive
350.13,0.4,Positive
350.18,2.2,Positive
350.28,7.3,Positive
350.41,9.1,Positive
350.99,5.3,Positive
350.9,12,Positive
351.1,6.7,Positive
351.25,7.6,Positive
351.7,2.4,Positive
352.11,0.4,Positive
352.21,8,Positive
352.13,6.6,Positive
352.36,9.4,Positive
352.32,8.9,Positive
352.9,12,Positive
353.13,0.4,Positive
353.25,8.1,Positive
353.19,7.3,Positive
353.29,8.9,Positive
353.38,9.4,Positive
353.95,0.3,Positive
354.28,8.1,Positive
354.37,9.7,Positive
354.97,0.3,Positive
354.9,12,Positive
355.19,7,Positive
355.28,7.7,Positive
355.9,12.8,Positive
356.19,0.4,Positive
356.2,7,Positive
356.31,8.2,Positive
357.13,7.5,Positive
357.19,0.5,Positive
357.15,12,Positive
357.3,8.2,Positive
357.71,2.7,Positive
358.2,0.4,Positive
358.29,7.5,Positive
358.37,7,Positive
358.31,8.7,Positive
358.37,11.6,Positive
359,12.8,Positive
359.22,0.4,Positive
359.3,4.9,Positive
359.32,8.8,Positive
359.7,2.4,Positive
359.89,12.1,Positive
359.99,12.7,Positive
360.2,0.4,Positive
360.32,9.2,Positive
360.99,12.8,Positive
361.18,0.4,Positive
361.33,9.2,Positive
361.88,12.1,Positive
362,12.8,Positive
362.18,0.4,Positive
362.24,7.9,Positive
362.33,9.1,Positive
362.93,11.9,Positive
362.99,12.7,Positive
363.21,2.6,Positive
363.17,0.4,Positive
363.31,7.4,Positive
363.79,12.8,Positive
363.93,11.9,Positive
364.17,0.4,Positive
364.31,7.4,Positive
364.36,9.2,Positive
364.33,8.2,Positive
364.8,12.8,Positive
364.88,12,Positive
365.14,6.5,Positive
365.31,7.4,Positive
365.28,5,Positive
366.12,0.4,Positive
366.2,8.3,Positive
366.14,6.5,Positive
366.37,9.6,Positive
366.28,5,Positive
366.87,12.1,Positive
367.11,0.4,Positive
367.2,7.7,Positive
367.38,9.6,Positive
367.31,8.9,Positive
368.19,0.4,Positive
368.19,7.7,Positive
368.38,8.1,Positive
368.39,9.8,Positive
369.12,0.4,Positive
369.19,7.7,Positive
369.3,8.2,Positive
369.39,9.8,Positive
369.93,0.3,Positive
370.24,12.5,Positive
370.19,0.5,Positive
370.32,8.3,Positive
370.97,0.3,Positive
370.95,11.9,Positive
371.13,8.3,Positive
371.1,7.6,Positive
371.19,6.6,Positive
371.22,2.4,Positive
371.31,9,Positive
371.33,5.8,Positive
372.12,8.3,Positive
372.18,6.6,Positive
372.21,0.4,Positive
372.33,7.2,Positive
372.32,9,Positive
372.33,5.8,Positive
372.35,11.7,Positive
373.1,8.3,Positive
373.2,0.4,Positive
373.31,5.8,Positive
373.36,11.7,Positive
373.36,7.1,Positive
374.2,0.4,Positive
374.23,2.8,Positive
374.22,2,Positive
374.3,7.6,Positive
374.3,9.1,Positive
374.89,12.1,Positive
375.04,12.8,Positive
375.19,0.4,Positive
375.33,8.9,Positive
375.3,7.7,Positive
376.22,3.1,Positive
376.19,0.4,Positive
376.26,5.3,Positive
376.32,8,Positive
376.32,9.1,Positive
376.83,12.8,Positive
376.92,12,Positive
377.12,0.4,Positive
377.2,7.2,Positive
377.2,4.5,Positive
377.32,8,Positive
377.32,9,Positive
377.36,5.7,Positive
377.26,5.3,Positive
378.12,0.4,Positive
378.2,8.5,Positive
378.32,9,Positive
378.31,7.8,Positive
378.36,11.7,Positive
379.11,6.6,Positive
379.01,12.7,Positive
379.19,0.4,Positive
379.31,8.9,Positive
379.92,11.9,Positive
380.01,12.8,Positive
380.13,0.5,Positive
380.21,8.6,Positive
380.33,7.4,Positive
381.12,0.4,Positive
381.2,8,Positive
381.28,8.7,Positive
381.26,5,Positive
382.12,0.4,Positive
382.24,8.6,Positive
382.95,0.3,Positive
382.94,11.9,Positive
383.2,6.8,Positive
383.2,8.9,Positive
383.32,7.4,Positive
384.12,0.4,Positive
384.2,6.8,Positive
384.28,8.5,Positive
385.16,0.4,Positive
385.29,7.4,Positive
385.31,8.8,Positive
386.21,0.4,Positive
386.29,7.4,Positive
386.34,8.8,Positive
386.92,9.4,Positive
386.88,12.1,Positive
387.12,0.4,Positive
387.16,6.5,Positive
387.2,5.6,Positive
387.3,7.4,Positive
387.92,9.4,Positive
388.18,6.5,Positive
388.24,2.4,Positive
388.21,0.4,Positive
388.2,5.6,Positive
388.84,12.8,Positive
388.86,12.1,Positive
389.24,3.9,Positive
389.18,2.1,Positive
389.21,0.4,Positive
390.19,0.4,Positive
390.3,7.2,Positive
390.36,8.5,Positive
390.87,12,Positive
391.19,0.4,Positive
391.29,9,Positive
391.34,8.2,Positive
392.15,0.4,Positive
392.36,8.2,Positive
392.31,9,Positive
392.82,12.8,Positive
392.95,11.9,Positive
393.21,2.4,Positive
393.21,8,Positive
393.3,9,Positive
393.31,5.8,Positive
394.11,0.4,Positive
394.21,2.4,Positive
394.3,9,Positive
394.36,7.7,Positive
394.31,5.8,Positive
395.11,0.4,Positive
395.22,8.5,Positive
395.36,5.7,Positive
395.87,7.6,Positive
396.11,0.4,Positive
396.24,8.5,Positive
396.37,5.7,Positive
396.37,8.9,Positive
397.11,0.4,Positive
397.22,6.8,Positive
397.37,5.7,Positive
397.32,8.9,Positive
397.36,9.8,Positive
398.12,0.4,Positive
398.24,5.3,Positive
398.34,8.9,Positive
398.92,0.3,Positive
398.91,12,Positive
399.22,7.1,Positive
399.24,5.3,Positive
399.31,7.7,Positive
399.33,6.5,Positive
400.21,0.4,Positive
400.19,7.2,Positive
400.31,7.7,Positive
400.34,6.5,Positive
400.87,12,Positive
401.2,0.4,Positive
401.35,9,Positive
401.37,6.5,Positive
401.38,11.7,Positive
401.87,12.8,Positive
402.14,6.6,Positive
402.22,0.4,Positive
402.34,9,Positive
402.36,11.7,Positive
403.14,6.5,Positive
403.22,0.5,Positive
404.14,6.5,Positive
404.21,0.4,Positive
404.32,8.4,Positive
404.82,12.8,Positive
404.91,11.9,Positive
405.14,6.6,Positive
405.19,0.4,Positive
405.34,8.5,Positive
405.87,12.2,Positive
406.14,6.6,Positive
406.33,8.5,Positive
406.81,12.8,Positive
406.92,11.9,Positive
407.13,6.5,Positive
407.33,8.4,Positive
407.34,7.4,Positive
407.87,12.2,Positive
408.13,6.5,Positive
408.35,7.4,Positive
408.35,8.2,Positive
408.79,12.8,Positive
408.92,11.9,Positive
408.92,9.3,Positive
409.17,5.1,Positive
409.13,6.5,Positive
409.25,8.7,Positive
409.37,8.2,Positive
409.37,7.4,Positive
409.91,12,Positive
410.11,0.4,Positive
410.18,5.1,Positive
410.13,7,Positive
410.26,8.7,Positive
410.86,12,Positive
411.1,6.8,Positive
411.29,8.6,Positive
411.85,12.1,Positive
412.11,6.8,Positive
412.21,0.4,Positive
412.38,8.9,Positive
412.85,12,Positive
413.12,6.8,Positive
413.27,9,Positive
413.32,8.2,Positive
413.88,12,Positive
414.1,6.8,Positive
414.21,0.4,Positive
414.33,8.2,Positive
414.27,9,Positive
414.36,5.6,Positive
414.94,11.9,Positive
415.21,5.7,Positive
415.26,2.6,Positive
415.32,8.2,Positive
415.28,9,Positive
415.95,11.9,Positive
416.22,5.7,Positive
416.36,9,Positive
416.26,0.4,Positive
416.72,2.4,Positive
417.11,0.4,Positive
417.3,5.7,Positive
417.34,9.1,Positive
417.85,12.8,Positive
418.21,0.4,Positive
418.34,5.7,Positive
418.36,9.1,Positive
418.9,12,Positive
419.12,0.4,Positive
419.18,6.6,Positive
419.32,9.4,Positive
419.36,8.9,Positive
420.21,0.4,Positive
420.33,8,Positive
420.38,8.9,Positive
420.89,12,Positive
421.11,0.4,Positive
421.22,7.3,Positive
421.23,6.6,Positive
421.39,8.9,Positive
421.89,12,Positive
422.12,0.4,Positive
422.24,6.6,Positive
422.23,7.3,Positive
422.33,8.7,Positive
422.73,2.6,Positive
422.88,12,Positive
423.12,0.4,Positive
423.32,9,Positive
423.29,5,Positive
423.36,6.2,Positive
424.19,0.4,Positive
424.33,9,Positive
424.29,5,Positive
424.36,7.4,Positive
424.84,12.1,Positive
425.12,11.9,Positive
425.14,5.1,Positive
425.22,7.3,Positive
425.29,8,Positive
425.37,6.7,Positive
425.39,8.9,Positive
425.9,12,Positive
426.15,0.4,Positive
426.13,5.1,Positive
426.29,8,Positive
426.37,6.7,Positive
426.39,8.9,Positive
426.93,0.3,Positive
426.88,12.1,Positive
427.21,9.5,Positive
427.34,8.6,Positive
427.3,7.8,Positive
427.39,7.2,Positive
428.21,9.5,Positive
428.22,0.4,Positive
428.34,8.6,Positive
428.89,6.1,Positive
429.21,0.4,Positive
429.32,7.4,Positive
429.4,8.4,Positive
429.75,6.8,Positive
430.21,0.4,Positive
430.17,7.9,Positive
430.33,7.4,Positive
430.92,11.9,Positive
430.89,6.1,Positive
431.16,7.8,Positive
431.21,0.4,Positive
431.33,7.4,Positive
431.38,8.4,Positive
431.92,11.9,Positive
432.1,6.6,Positive
432.24,5.6,Positive
432.22,0.4,Positive
432.31,10,Positive
432.26,2.6,Positive
432.87,12.1,Positive
432.89,6.1,Positive
433.17,7.9,Positive
433.27,2.5,Positive
433.37,8.9,Positive
433.32,10.1,Positive
434.11,0.4,Positive
434.17,7.9,Positive
434.34,8.8,Positive
434.84,12.1,Positive
434.89,6.1,Positive
435.13,10.2,Positive
435.16,7.9,Positive
436.37,9,Positive
436.4,8.2,Positive
437.19,5.7,Positive
437.38,8.9,Positive
437.38,8.2,Positive
437.89,12,Positive
438.2,5.7,Positive
438.37,7.7,Positive
439.12,0.4,Positive
439.2,5.7,Positive
439.37,7.7,Positive
439.91,12,Positive
440.19,0.4,Positive
441.11,0.4,Positive
441.35,8.9,Positive
441.3,9.4,Positive
441.37,11.5,Positive
442.22,0.4,Positive
442.36,8.9,Positive
442.87,12.1,Positive
442.89,0.3,Positive
443.37,8.9,Positive
443.3,7.7,Positive
443.3,7,Positive
443.34,11.9,Positive
443.91,0.3,Positive
444.14,6.6,Positive
444.22,0.4,Positive
444.33,7.7,Positive
444.91,0.3,Positive
444.89,12,Positive
445.13,7.6,Positive
445.38,9,Positive
445.27,5,Positive
445.26,2.6,Positive
446.16,6.6,Positive
446.23,0.4,Positive
446.13,7.6,Positive
446.33,10,Positive
446.4,9,Positive
446.88,12.1,Positive
447.13,7.6,Positive
447.21,0.4,Positive
447.33,6.7,Positive
447.29,4.3,Positive
447.38,8.9,Positive
447.91,11.9,Positive
448.21,0.4,Positive
448.18,6.6,Positive
448.36,8,Positive
448.39,8.9,Positive
449.14,5.1,Positive
449.14,10.2,Positive
449.38,8.6,Positive
449.82,12.8,Positive
450.21,0.4,Positive
450.32,7.5,Positive
450.3,9.8,Positive
450.4,8.6,Positive
450.95,11.9,Positive
451.25,6.8,Positive
451.36,7.4,Positive
451.32,5.8,Positive
452.12,0.4,Positive
452.16,7.2,Positive
452.32,5.8,Positive
452.39,8.2,Positive
452.78,8.8,Positive
453.17,5.6,Positive
453.38,8.2,Positive
453.89,12,Positive
454.17,5.6,Positive
454.14,7.2,Positive
454.88,12,Positive
454.91,9.4,Positive
455.17,5.6,Positive
455.19,7.3,Positive
455.33,8.5,Positive
455.37,9.1,Positive
455.39,11.4,Positive
455.92,12,Positive
456.15,0.4,Positive
456.34,8.5,Positive
456.39,11.5,Positive
456.86,12,Positive
457.1,0.4,Positive
457.16,7.3,Positive
457.35,8.2,Positive
457.35,9.8,Positive
458.21,0.4,Positive
458.36,9.8,Positive
458.35,8.2,Positive
458.87,0.3,Positive
458.85,12.1,Positive
459.34,6.3,Positive
459.31,9.1,Positive
459.35,8.2,Positive
459.26,2.7,Positive
460.13,7.9,Positive
460.23,0.4,Positive
460.27,5.6,Positive
460.27,8.9,Positive
460.91,11.9,Positive
460.9,0.3,Positive
461.27,5.6,Positive
461.38,9,Positive
462.12,7.8,Positive
462.22,0.4,Positive
462.4,9,Positive
463.12,7.6,Positive
463.38,8.9,Positive
463.37,5.3,Positive
464.21,0.4,Positive
464.32,9.8,Positive
464.42,8.9,Positive
465.36,8.9,Positive
465.26,7.4,Positive
466.22,0.4,Positive
466.38,8.6,Positive
466.89,12,Positive
467.37,9,Positive
467.9,12,Positive
468.22,0.4,Positive
468.37,9,Positive
468.48,8.3,Positive
468.39,7.4,Positive
468.87,12,Positive
469.22,0.4,Positive
469.39,9.4,Positive
470.22,0.4,Positive
470.8,6.8,Positive
470.83,12.1,Positive
471.24,9.7,Positive
471.32,7.8,Positive
471.36,8.6,Positive
472.16,0.4,Positive
472.24,9.7,Positive
472.36,8.6,Positive
472.9,11.9,Positive
473.34,7.4,Positive
473.78,6.8,Positive
474.19,7.9,Positive
474.35,7.4,Positive
474.81,0.3,Positive
474.83,8.7,Positive
474.93,11.9,Positive
475.2,7.9,Positive
475.41,9.3,Positive
476.19,7.9,Positive
476.22,0.4,Positive
476.28,2.7,Positive
476.37,9.6,Positive
476.9,11.9,Positive
477.11,0.4,Positive
477.24,2.5,Positive
477.91,11.9,Positive
478.24,2.5,Positive
478.4,8.5,Positive
478.85,12,Positive
479.35,6.5,Positive
479.38,8.2,Positive
480.42,8.2,Positive
480.42,8.9,Positive
480.85,12,Positive
481.26,2.7,Positive
481.37,8.6,Positive
481.3,10.4,Positive
481.47,9.7,Positive
481.89,11.2,Positive
482.1,0.4,Positive
482.26,2.7,Positive
482.34,9.1,Positive
482.4,7.7,Positive
482.92,11.9,Positive
483.42,10,Positive
483.92,11.9,Positive
484.15,0.4,Positive
484.46,8.1,Positive
484.42,10.1,Positive
485.11,7.6,Positive
485.38,8.9,Positive
485.48,8.1,Positive
486.12,7.6,Positive
486.38,8.9,Positive
486.92,12,Positive
487.19,7.5,Positive
487.31,7,Positive
487.32,8.8,Positive
487.39,10.7,Positive
487.39,11.4,Positive
488.22,0.4,Positive
488.27,7.6,Positive
488.87,12,Positive
489.26,2.5,Positive
489.4,8.9,Positive
489.89,12,Positive
490.44,8.9,Positive
490.86,12,Positive
491.4,8.9,Positive
492.33,9.6,Positive
492.81,6.8,Positive
493.1,11.9,Positive
493.33,9.6,Positive
493.38,8.6,Positive
493.9,12,Positive
494.41,8.6,Positive
494.82,8,Positive
495.3,6.8,Positive
495.27,9.8,Positive
495.39,7.4,Positive
495.55,8.7,Positive
496.32,8.7,Positive
496.42,8.2,Positive
496.84,8.7,Positive
497.43,10.1,Positive
497.81,5.5,Positive
498.16,0.4,Positive
498.44,10.1,Positive
498.9,11.9,Positive
499.21,7.4,Positive
499.36,8.5,Positive
499.43,10.1,Positive
499.91,11.9,Positive
500.1,0.4,Positive
500.37,8.5,Positive
500.43,10.1,Positive
500.86,12,Positive
501.09,7.6,Positive
501.21,0.4,Positive
501.38,8.2,Positive
501.41,10.7,Positive
501.41,11.5,Positive
502.21,0.4,Positive
502.38,8.2,Positive
502.41,11.4,Positive
502.85,12,Positive
503.14,6.1,Positive
503.43,9.7,Positive
503.38,8.2,Positive
504.23,0.4,Positive
504.47,9.7,Positive
504.37,9.1,Positive
504.39,10.4,Positive
505.22,0.4,Positive
505.36,6.7,Positive
505.39,8,Positive
505.87,12,Positive
506.22,0.4,Positive
506.35,9.6,Positive
506.44,8.9,Positive
507.35,9.6,Positive
507.27,7.5,Positive
507.41,8.9,Positive
507.85,11.3,Positive
508.27,7.6,Positive
508.45,8.9,Positive
509.35,8.8,Positive
509.32,7.6,Positive
509.5,9.9,Positive
509.85,11.2,Positive
510.2,0.4,Positive
510.49,9.9,Positive
510.41,7.7,Positive
510.41,8.6,Positive
510.87,12.1,Positive
511.4,9,Positive
511.45,10.1,Positive
511.85,11.2,Positive
512.4,9,Positive
512.5,8.4,Positive
512.42,7.4,Positive
512.45,10.1,Positive
512.87,12,Positive
513.5,8.3,Positive
513.41,9.4,Positive
513.45,10.1,Positive
513.66,7.4,Positive
513.84,11.2,Positive
514.13,5.7,Positive
514.45,10.1,Positive
514.42,9.4,Positive
514.51,8.4,Positive
514.82,6.8,Positive
515.13,5.7,Positive
515.23,0.4,Positive
515.42,10.7,Positive
515.42,9.8,Positive
515.42,11.5,Positive
515.86,8.7,Positive
515.9,11.9,Positive
516.28,2.7,Positive
516.43,9.8,Positive
516.43,10.7,Positive
517.13,5.7,Positive
517.37,7.4,Positive
517.81,6.8,Positive
518.22,0.4,Positive
518.37,7.4,Positive
518.36,8.7,Positive
518.91,11.9,Positive
519.15,8.3,Positive
519.47,9,Positive
520.15,8.3,Positive
520.3,2.8,Positive
520.37,9.7,Positive
520.53,9,Positive
521.26,2.7,Positive
521.39,8.5,Positive
521.38,9.7,Positive
522.27,2.7,Positive
522.43,8.5,Positive
522.6,8.9,Positive
522.87,12,Positive
523.27,7.1,Positive
523.6,8.9,Positive
523.84,5.7,Positive
524.28,7.1,Positive
524.48,8.9,Positive
524.45,8.2,Positive
524.85,12,Positive
525.28,2.8,Positive
525.47,10,Positive
526.19,0.4,Positive
526.32,5.7,Positive
526.28,2.8,Positive
526.47,10.1,Positive
526.43,7.7,Positive
526.85,12,Positive
527.32,6.9,Positive
527.46,10.1,Positive
527.39,9.1,Positive
528.5,8.4,Positive
528.47,10.1,Positive
528.5,11.5,Positive
528.83,7.5,Positive
528.91,11.9,Positive
529.4,8.9,Positive
529.44,9.8,Positive
529.5,8.4,Positive
530.22,0.4,Positive
530.35,7.5,Positive
530.44,9.8,Positive
530.41,8.9,Positive
530.91,11.9,Positive
531.31,7.8,Positive
531.45,9.8,Positive
531.39,8.8,Positive
531.85,8.8,Positive
532.32,7.9,Positive
532.45,9.8,Positive
532.88,12,Positive
533.23,0.4,Positive
533.43,8.9,Positive
534.22,0.4,Positive
534.47,8.9,Positive
534.4,9.7,Positive
534.87,12,Positive
535.45,8.9,Positive
535.88,12,Positive
536.2,0.4,Positive
536.36,9.7,Positive
536.59,9,Positive
536.85,12,Positive
536.84,6.8,Positive
537.13,8.3,Positive
537.6,9,Positive
537.53,10,Positive
538.45,8.5,Positive
538.53,10,Positive
538.82,12.1,Positive
539.23,7.1,Positive
539.49,10,Positive
539.41,7.4,Positive
540.23,2.7,Positive
540.21,0.4,Positive
540.49,10,Positive
540.45,8.2,Positive
540.53,8.6,Positive
540.88,11.9,Positive
541.46,10.2,Positive
541.53,8.6,Positive
542.21,0.4,Positive
542.48,10.1,Positive
542.51,8.6,Positive
542.88,11.9,Positive
543.21,7.5,Positive
543.39,8.5,Positive
543.51,9.9,Positive
543.57,11.7,Positive
544.39,8.5,Positive
544.52,9.9,Positive
544.89,11.9,Positive
545.43,9.8,Positive
545.4,8.2,Positive
545.47,9,Positive
545.9,11.9,Positive
546.45,8.2,Positive
546.84,12,Positive
546.87,6.1,Positive
547.46,8.2,Positive
548.41,10.4,Positive
548.6,8.9,Positive
548.84,12,Positive
549.31,8.6,Positive
549.41,10.4,Positive
549.86,11.9,Positive
550.38,9.7,Positive
550.62,9.1,Positive
550.9,11.9,Positive
551.28,2.7,Positive
551.36,9.8,Positive
551.63,9.1,Positive
552.02,7.8,Positive
552.27,2.8,Positive
552.36,9.8,Positive
552.36,7.8,Positive
552.61,9,Positive
552.87,5.9,Positive
553.26,8,Positive
553.49,10.1,Positive
553.5,8.9,Positive
554.22,8.3,Positive
554.5,10.1,Positive
555.18,8.3,Positive
555.34,5.9,Positive
555.42,8.9,Positive
555.48,10.2,Positive
556.3,3.2,Positive
556.48,8.9,Positive
556.44,7.3,Positive
556.49,10.3,Positive
556.86,12,Positive
556.88,0.3,Positive
557.45,9.6,Positive
557.87,12,Positive
557.87,6.1,Positive
558.46,9.6,Positive
559.13,8.3,Positive
559.38,7.7,Positive
559.51,11.9,Positive
559.52,10,Positive
560.13,8.3,Positive
560.3,2.8,Positive
560.52,10,Positive
560.52,11.9,Positive
561.13,8.3,Positive
561.49,9.9,Positive
561.4,7.3,Positive
561.47,9.1,Positive
561.9,12,Positive
562.13,8.3,Positive
562.4,10.4,Positive
562.88,6.1,Positive
563.12,8.3,Positive
563.41,10.4,Positive
563.53,8.6,Positive
564.32,2.9,Positive
564.41,10.4,Positive
564.4,9.7,Positive
