mz,rt,mode
967.59,9.3,Positive
968.6,9.3,Positive
968.58,6.8,Positive
968.82,10,Positive
969.61,9.3,Positive
969.66,8.7,Positive
969.83,10,Positive
970.66,8.7,Positive
971.5,7.9,Positive
971.61,5.4,Positive
972.62,5.4,Positive
972.5,7.9,Positive
973.64,9.5,Positive
974.73,8.8,Positive
974.66,8.2,Positive
974.65,9.5,Positive
974.81,11.9,Positive
975.5,8.1,Positive
975.65,9.5,Positive
975.81,11.9,Positive
976.49,8.1,Positive
976.77,12,Positive
977.67,9.5,Positive
978.68,9.5,Positive
979.61,8.2,Positive
980.62,8.2,Positive
980.87,10,Positive
981.61,8.2,Positive
981.82,11.9,Positive
981.89,10,Positive
982.86,10,Positive
983.56,9.3,Positive
984.64,9.1,Positive
984.83,11.9,Positive
985.66,9,Positive
986.77,12,Positive
986.9,8.2,Positive
988.2,8.8,Positive
988.68,8.9,Positive
988.82,12,Positive
989.63,9,Positive
990.68,8.9,Positive
990.66,7.5,Positive
990.81,11.9,Positive
991.69,8.8,Positive
991.83,11.9,Positive
992.7,8.8,Positive
993.66,9.1,Positive
994.65,9.1,Positive
994.77,12,Positive
994.88,10,Positive
995.6,7.5,Positive
995.68,8.8,Positive
995.88,10,Positive
996.6,7.5,Positive
996.68,8.8,Positive
996.87,10,Positive
997.67,8.8,Positive
997.66,9.3,Positive
997.86,10,Positive
998.8,11.9,Positive
998.85,10,Positive
999.57,9.1,Positive
1000.58,9.1,Positive
1000.68,8.6,Positive
1000.77,12,Positive
1001.7,9.7,Positive
1001.68,8.6,Positive
1003.51,8.2,Positive
1004.52,8.2,Positive
1004.83,11.9,Positive
1005.63,8.6,Positive
1006.66,6.8,Positive
1006.64,8.6,Positive
1006.82,11.9,Positive
1007.64,8.8,Positive
1008.66,8.8,Positive
1008.88,8.2,Positive
1009.66,8.7,Positive
1009.88,8.2,Positive
1010.81,11.9,Positive
1010.87,10,Positive
1011.61,6.8,Positive
1011.68,8.9,Positive
1011.86,10,Positive
1012.62,6.8,Positive
1012.76,12,Positive
1013.68,8.7,Positive
1014.69,8.7,Positive
1015.61,8.6,Positive
1016.79,11.9,Positive
1017.67,9.4,Positive
1018.67,9.4,Positive
1018.78,8.8,Positive
1018.82,11.9,Positive
1019.5,8.2,Positive
1019.68,9.4,Positive
1020.52,8.6,Positive
1020.8,11.9,Positive
1021.69,9.5,Positive
1021.82,11.9,Positive
1022.75,12,Positive
1022.7,9.5,Positive
1023.65,8.2,Positive
1024.7,5.7,Positive
1024.6,8.2,Positive
1024.81,11.9,Positive
1025.7,5.7,Positive
1026.62,8.7,Positive
1026.79,11.9,Positive
1027.61,8.7,Positive
1027.64,5.8,Positive
1028.67,9,Positive
1029.65,5.7,Positive
1030.65,5.7,Positive
1031.55,8.7,Positive
1031.66,5.7,Positive
1032.56,8.7,Positive
1032.76,11.9,Positive
1033.66,9,Positive
1033.81,11.9,Positive
1034.71,8.9,Positive
1034.8,11.9,Positive
1035.72,8.8,Positive
1036.78,8.7,Positive
1037.68,9.1,Positive
1039.62,7.5,Positive
1039.7,8.8,Positive
1040.7,8.8,Positive
1040.83,11.9,Positive
1041.72,8.7,Positive
1042.8,11.9,Positive
1043.54,8.8,Positive
1043.83,11.9,Positive
1044.6,8.7,Positive
1044.83,11.9,Positive
1045.71,9.6,Positive
1045.71,8.5,Positive
1046.75,12,Positive
1046.72,9.7,Positive
1047.59,8.7,Positive
1048.51,8.7,Positive
1049.61,8.6,Positive
1049.8,11.9,Positive
1050.65,8.5,Positive
1051.65,8.8,Positive
1052.71,8.8,Positive
1052.82,11.9,Positive
1054.63,8.8,Positive
1054.82,11.9,Positive
1055.64,8.8,Positive
1055.64,6.8,Positive
1056.65,8.8,Positive
1056.83,12,Positive
1057.67,8.7,Positive
1058.64,8.7,Positive
1058.79,12,Positive
1059.58,8.8,Positive
1059.82,11.9,Positive
1060.58,8.8,Positive
1061.58,8.8,Positive
1061.69,9.4,Positive
1062.56,8.8,Positive
1062.7,9.4,Positive
1062.83,11.9,Positive
1063.57,8.5,Positive
1063.7,9.4,Positive
1064.57,8.5,Positive
1065.71,9.4,Positive
1066.73,9.5,Positive
1066.76,11.9,Positive
1067.66,8.2,Positive
1068.68,8.2,Positive
1068.78,11.9,Positive
1070.75,11.9,Positive
1071.56,8.9,Positive
1072.66,9,Positive
1072.78,11.9,Positive
1074.05,10,Positive
1074.76,11.9,Positive
1075.26,8.8,Positive
1076.55,8.9,Positive
1076.77,11.9,Positive
1077.66,9,Positive
1078.72,8.9,Positive
1078.77,11.9,Positive
1079.06,10,Positive
1079.73,9,Positive
1080.07,9.9,Positive
1080.76,11.9,Positive
1081.07,9.9,Positive
1082.07,9.9,Positive
1082.74,5.9,Positive
1082.66,9.1,Positive
1083.07,9.9,Positive
1083.74,5.9,Positive
1083.68,8.8,Positive
1084.69,8.8,Positive
1084.74,5.9,Positive
1084.78,11.9,Positive
1085.68,6,Positive
1086.68,6,Positive
1087.61,9.1,Positive
1087.69,5.9,Positive
1088.62,9.1,Positive
1088.69,5.9,Positive
1088.81,11.9,Positive
1089.62,9.1,Positive
1089.7,5.9,Positive
1090.74,9.7,Positive
1090.75,11.9,Positive
1091.56,8.6,Positive
1092.57,8.6,Positive
1092.74,12,Positive
1093.64,8.5,Positive
1094.65,8.5,Positive
1094.79,11.9,Positive
1095.67,8.8,Positive
1096.04,9.9,Positive
1096.69,8.8,Positive
1097.04,9.9,Positive
1098.04,9.9,Positive
1099.03,10,Positive
1100.78,11.9,Positive
1102.76,11.9,Positive
1103.58,8.9,Positive
1104.57,9.1,Positive
1104.73,12,Positive
1105.71,9.4,Positive
1106.71,9.4,Positive
1107.72,9.4,Positive
1108.1,10,Positive
1108.55,8.9,Positive
1109.09,10,Positive
1109.74,9.4,Positive
1110.09,10,Positive
1110.68,9.2,Positive
1110.8,11.9,Positive
1111.57,3.3,Positive
1111.69,9.2,Positive
1112.76,12,Positive
1114.64,9.2,Positive
1114.82,11.9,Positive
1115.64,9.2,Positive
1116.64,9.2,Positive
1117.64,9.2,Positive
1118.64,9.2,Positive
1119.62,8.9,Positive
1120.62,8.9,Positive
1121.68,8.9,Positive
1122.74,8.9,Positive
1124.06,10,Positive
1124.76,11.9,Positive
1125.07,10,Positive
1126.76,12,Positive
1127.76,8.7,Positive
1128.77,8.7,Positive
1130.09,10,Positive
1130.79,11.9,Positive
1131.61,9.2,Positive
1132.62,9.2,Positive
1133.72,9.6,Positive
1134.76,12,Positive
1135.11,10,Positive
1136.13,10,Positive
1136.75,12,Positive
1137.13,10,Positive
1137.71,8.5,Positive
1138.13,10,Positive
1138.74,9.5,Positive
1139.11,10,Positive
1139.76,9.5,Positive
1140.78,6.1,Positive
1141.78,6.1,Positive
1142.78,6.1,Positive
1143.72,6.2,Positive
1143.68,9.5,Positive
1144.68,9.5,Positive
1145.61,9.2,Positive
1145.73,6.1,Positive
1146.74,6.1,Positive
1147.63,9,Positive
1147.74,6.1,Positive
1148.63,9,Positive
1148.75,6.1,Positive
1148.74,12,Positive
1149.74,9.4,Positive
1150.74,9.4,Positive
1151.74,9.4,Positive
1152.1,10,Positive
1152.78,11.9,Positive
1153.11,10,Positive
1154.1,10,Positive
1154.76,11.9,Positive
1155.08,10,Positive
1155.14,3.5,Positive
1156.77,11.9,Positive
1157.82,11.9,Positive
1158.75,12,Positive
1160.85,12,Positive
1161.7,6.4,Positive
1162.8,11.9,Positive
1163.77,11.9,Positive
1164.03,4.2,Positive
1164.16,10.1,Positive
1165.15,10.1,Positive
1165.68,8.9,Positive
1166.76,9.5,Positive
1168.74,11.9,Positive
1169.77,12,Positive
1170.74,12,Positive
1171.71,9.5,Positive
1171.81,8.7,Positive
1172.71,9.5,Positive
1173.73,9.5,Positive
1175.54,6.6,Positive
1175.69,9.4,Positive
1176.52,6.6,Positive
1176.69,9.4,Positive
1177.74,9.6,Positive
1178.76,11.9,Positive
1179.76,11.9,Positive
1180.75,12,Positive
1182.74,11.9,Positive
1185.75,11.9,Positive
1187.5,6.6,Positive
1188.49,6.6,Positive
1188.75,12,Positive
1189.48,6.6,Positive
1190.76,11.9,Positive
1192.18,10.1,Positive
1192.76,12,Positive
1193.18,10.1,Positive
1193.76,9.4,Positive
1194.81,9.6,Positive
1195.82,9.7,Positive
1196.73,12,Positive
1196.83,9.6,Positive
1197.76,9.7,Positive
1198.82,6.3,Positive
1199.82,6.3,Positive
1199.77,9.7,Positive
